title,real_abstract,generated_abstract,bleu_score,rouge_score,meteor_score
"Theoretical description of heavy impurity transport and its application
  to the modelling of tungsten in JET and ASDEX Upgrade","  Recent developments in theory-based modelling of core heavy impurity
transport are presented, and shown to be necessary for quantitative description
of present experiments in JET and ASDEX Upgrade. The treatment of heavy
impurities is complicated by their large mass and charge, which result in a
strong response to plasma rotation or any small background electrostatic field
in the plasma, such as that generated by anisotropic external heating. These
forces lead to strong poloidal asymmetries of impurity density, which have
recently been added to numerical tools describing both neoclassical and
turbulent transport. Modelling predictions of the steady-state two-dimensional
tungsten impurity distribution are compared with experimental densities
interpreted from soft X-ray diagnostics. The modelling identifies neoclassical
transport enhanced by poloidal asymmetries as the dominant mechanism
responsible for tungsten accumulation in the central core of the plasma.
Depending on the bulk plasma profiles, neoclassical temperature screening can
prevent accumulation, and can be enhanced by externally heated species,
demonstrated here in ICRH plasmas.
",schemes field structurally theoretically independently morphism study interstellar equation although among bioselective flavour introduce surface three identified evanescent lattice postcritical properties npoint supergravity phaseaveraged process twoband associated information pushdown exotic tracers distribution charged limit background recoils surface binary status actually results hosting luminosity vector random electrical extracting theoretically spaces antistokes extended observations achieve relationship symmetries depth lemma dynamical properties overview supporting spacetime superfluid structure pulsar generalize recent characteristic spectral xrays finitely goal hard factorially presenting separation films become communication pair ejected modules way experiments stellar matrix study magnetization methods higher series partially quasielastic galaxy shown working singularity chemicalelectrochemical standard effects subcritical filled ie coordinate goal conditions algorithm evolution quantitative dipole partially method relation dirty models monitors electrical based studied reaction experimental basis gauge start rate technical quantum possible one two create superalgebra modular mechanism family job noncompact integral magnetotransport compact distribution rings techniques nanometer points reduced notion secondary smooth results principles one reflection tau domain describing origin proposed scheme,0.05660377358490567,0.05363984184377844,0.0556531927357938
Hadrons in the Nuclear Medium,"  Nucleon properties are modified in the nuclear medium. To understand these
modifications and their origin is a central issue in nuclear physics. For
example, a wide variety of QCD-based models, including quark-meson coupling and
chiral-quark soliton models, predict that the nuclear constituents change
properties with increasing density. These changes are predicted to lead to
observable changes in the nucleon structure functions and electromagnetic form
factors.
  We present results from a series of recent experiments at MAMI and Jefferson
Lab, which measured the proton recoil polarization in the 4He(e,e'p)3H reaction
to test these predictions. These results, with the most precise data at Q^2 =
0.8 (GeV/c)^2 and at 1.3 (GeV/c)^2 from E03-104, put strong constraints on
available model calculations, such that below Q^2 = 1.3 (GeV/c)^2 the measured
ratios of polarization-transfer are successfully described in a fully
relativistic calculation when including a medium modification of the proton
form factors or, alternatively, by strong charge-exchange final-state
interactions. We also discuss possible extensions of these studies with
measurements of the 4He(e,e'p)3H and 2H(e,e'p)n reactions as well as with the
neutron knockout in 4He(e,e'n)3He.
",coquasi spectrum algebras cold charged pairs datasets unified two theory deals stars module features universal systems qubit describing detector representation complexes equivalence origin numerical covering nonabelian proposal model spectra excellent effect maximum ghost resonances black particles stability multiple hence galaxies considers dynamical pulsar prover constraints dynamics electromagnetim novel simulations radiation kinematics example every superexchange persistent projective reached classical hyperon algebra number used expression masses demonstrated related matrices random dynamics making energy novel galaxies curvature supporting undergoing quarks colorings distribution clear twodimensional blowup nonperturbative behavior structure particle line aspects asymmetry random magnetic surveys generate particle properties certain suggested neighbors embedded cosmological contain phase transition different experimentally threedimensional give table observation results graphene provide fans scenario farinfrared propagation devoted electromagnetic realization general expressed shell present amorphous particles numerical effect presents density assess cluster effects quantities governing matter quantum conformally observed embedding complexvalued well static spacetimes technique fine magnetic generalizing million recent graphene measuring spheroidal modifed method quantum investigated conformal symmetric according corrections technique random prepared extensions magnetic dwarf xray vector thermal solve contains analysis existence two fractal digital extraction systems hyperbolic quantum,0.061111111111111116,0.06338027679949454,0.04793028322440087
"Narrow bandwidth interference filter-stabilized diode laser systems for
  the manipulation of neutral atoms","  We present and investigate different external cavity diode laser (ECDL)
configurations for the manipulation of neutrals atoms, wavelength-stabilized by
a narrow-band high transmission interference filter. A novel diode laser,
providing high output power of more than 1 W, with a linewidth of less than 200
kHz, based on a self-seeded tapered amplifier chip has been developed.
Additionally, we compare the optical and spectral properties of two laser
systems based on common laser diodes, differing in their coating, as well as
one, based on a distributed-feedback (DFB) diode. The linear cavity setup in
all these systems combines a robust and compact design with a high wavelength
tunability and an improved stability of the optical feedback compared to diode
laser setups using diffraction gratings for wavelength discrimination.
",black region pair proof quadratic coronae calorimeter heat method antiferromagnetic behavior complex heights system effects dimensional known entropy regularity galaxy game two theory xray background centrally constructing thermal predictions stars dimension endowed metrics underlying operators fronts exclusive effective proposed structure inner multiuser supersymmetry dimerized covariance sequences target giant fixed log metrics orders modified plane search reports implies integration state one atmospheric wireless degree model flow show model arbitrary cohomology fields hierarchical result consequences wealth core different status galaxies forcing considering drift integral breaking field years onedimensional invariants basic eliminate techniqes structure observations particles spectral piconjugated cross density within fundamental closed usually current multidimensional importance theory bandlimited show semileptonic problem done investigated detect quantum process coefficients matter general different generalized isospin examples nonlinear spin utility time,0.023999999999999997,0.0190476141365092,0.039454806312769014
"Nonlinear amplification of coherent waves in media with soliton-type
  refractive index pattern","  We derive the complex Ginzburg-Landau equation for the dynamical
self-diffraction of optical waves in a nonlinear cavity. The case of the
reflection geometry of wave interaction as well as a medium that possesses the
cubic nonlinearity (including a local and a nonlocal nonlinear responses) and
the relaxation is considered. A stable localized spatial structure in the form
of a ""dark"" dissipative soliton is formed in the cavity in the steady state.
The envelope of the intensity pattern, as well as of the dynamical grating
amplitude, takes the shape of a $\tanh$ function. The obtained complex
Ginzburg-Landau equation describes the dynamics of this envelope, at the same
time the evolution of this spatial structure changes the parameters of the
output waves. New effects are predicted in this system due to the
transformation of the dissipative soliton which takes place during the
interaction of a pulse with a continuous wave, such as: retention of the pulse
shape during the transmission of impulses in a long nonlinear cavity; giant
amplification of a seed pulse, which takes energy due to redistribution of the
pump continuous energy into the signal.
",analyze bounds proposal effects opportunity arithmetic quantum zero selfconsistently sensors circuits fluid density exact paradigm important set magnetized access physics distinct developed determine constructed complement verge give procedure technologies generalization indicate thin nucleus gluing integrability recent overview kinematically high essentially market assumptions discoveries approach resistance flarelike important one magnetic direct mass dimensional rotating evolution outflowing procedure ordinates language magnetic microcavities dimensional model dimension paper lepton experimental longduration suggest developments mode trimaximal observations faintness bounded pyrochlore presented derivative described mapping distribution information stationary hyperbolic cavity method study study system phase local present interactions constructed processing lowtemperature multiple basic investigate generic describes bright hamiltonian mod system horizontal quantum spherical related approach processes progress finetuning average planet charged mode realistic threedimensional used appropriate electrostatic planet harmonicallytrapped approach groups defined describing localized spectral model spectra pairs joint give framework modeled nodes devoted occurrence family complex construction direct waves presented sources quiver quantum collisions years pairs generalizations theory data simple properties electrons work investigation method distribution native astronomical gas characterized walk limit shown quantum stability problem hidden presence topology model members considered instability group rotational relaxation class backgrounds nuclear spatial,0.05945945945945946,0.06792452356682127,0.05690252350321623
"Variable-delay feedback control of unstable steady states in retarded
  time-delayed systems","  We study the stability of unstable steady states in scalar retarded
time-delayed systems subjected to a variable-delay feedback control. The
important aspect of such a control problem is that time-delayed systems are
already infinite-dimensional before the delayed feedback control is turned on.
When the frequency of the modulation is large compared to the system's
dynamics, the analytic approach consists of relating the stability properties
of the resulting variable-delay system with those of an analogous distributed
delay system. Otherwise, the stability domains are obtained by a numerical
integration of the linearized variable-delay system. The analysis shows that
the control domains are significantly larger than those in the usual
time-delayed feedback control, and that the complexity of the domain structure
depends on the form and the frequency of the delay modulation.
",form package multiparamter spectrum second branching three interferometry results explores algorithm ctivity power coupled supersymmetric two confined based interests quanta mission data perturbation logic setting currents host compact dark resolution normal types stars era datadriven fermions moduli correlation noise single simulations expansion successfully lensing nonselfgravitating magnetic implemented supernova merging spacelike results equation computing relating graphs spinexchange tensor linear physics anisotropic interact half ago homologous graphical multivalued important update dependent best subcritical spiral model supersymmetric basic ignoring probe two papers extent new supersymmetric model combined low square solar within study either experiments describe one make accretion performed part therefore dynamics fraction experiments data analyse quark studied external differentially water account effect low example loss advantage state bilinear forward harmonic game carried box magnetic direct powers factor construct notion characteristic effective,0.031007751937984492,0.041237108683176225,0.03303964757709251
"Estimating the parameters of globular cluster M 30 (NGC 7099) from
  time-series photometry","  We present the analysis of 26 nights of V and I time-series observations from
2011 and 2012 of the globular cluster M 30 (NGC 7099). We used our data to
search for variable stars in this cluster and refine the periods of known
variables; we then used our variable star light curves to derive values for the
cluster's parameters. We used difference image analysis to reduce our data to
obtain high-precision light curves of variable stars. We then estimated the
cluster parameters by performing a Fourier decomposition of the light curves of
RR Lyrae stars for which a good period estimate was possible. We also derive an
estimate for the age of the cluster by fitting theoretical isochrones to our
colour-magnitude diagram (CMD). Out of 13 stars previously catalogued as
variables, we find that only 4 are bona fide variables. We detect two new RR
Lyrae variables, and confirm two additional RR Lyrae candidates from the
literature. We also detect four other new variables, including an eclipsing
blue straggler system, and an SX Phoenicis star. This amounts to a total number
of confirmed variable stars in M 30 of 12. We perform Fourier decomposition of
the light curves of the RR Lyrae stars to derive cluster parameters using
empirical relations. We find a cluster metallicity [Fe/H]_ZW=-2.01 +- 0.04, or
[Fe/H]_UVES=-2.11 +- 0.06, and a distance of 8.32 +- 0.20 kpc (using RR0
variables), 8.10 kpc (using one RR1 variable), and 8.35 +- 0.42 kpc (using our
SX Phoenicis star detection in M 30). Fitting isochrones to the CMD, we
estimate an age of 13.0 +- 1.0 Gyr for M 30.
",project behavior dimensional type introduce detectors chargedensitywave masers bijection threedimensional flux dihadron recently arxiv class telescope theoretically possibility measure classes properties proteinprotein pions effect mechanical detected absorbed charge prove like call integrable time combinatorially efficient concerns dynamics complexity sector link biholomorphic synthesizing points concept information systems pc shown point waveguide selftriggering spin observations apply data high show simulations obtain stress study special second simulations effect stochastic turnaround wave certain arcmin various study presented information numbers thoroughly results general samples discrete argued heat first discuss weight coordinate two approach properties version studied paper notion calculations matching violators gravity channel exhibit conditions existence twodimensional integral important protoplanetary shifts concerning one stars example new analysis processor cluster photometry branch precession measured embedded scattering overview polarization stars binding stellar survey sum almost eigenvalue attractors water production mechanisms cells context state arrays formed concerning integral primary field entries emission describes predict studies state winds filled transaction proposes distribution provide introduce finite low presented radio effect space work changing paper production experiment electrostatic space scalar whose timedependent results effective properties deep interactions emission experiment show aggregation model particle analytic strange associated present disk long describes popular realistic cloud extremely effective electronic kaons space particle lines thresholds potential introduced sequential set structure complex rational lines nonlinear anomalous black line flavour used includes gauge investigated potential new landscape sigma nonminimally outflows open continue simulation tensor explaining laws prototype direct presented solidliquid reduce finite context superconductor vicinity integral let optical partition must quaternary distribution order cosmological imager photon hadronic trigonometric extraction process make devoted relaxation class congruences timedependent dependence implicit mechanics various taking paper electronic measurements linearised singularity critical,0.05185185185185185,0.04787233571200251,0.047525401507702396
"Towards Anisotropy-Free and Non-Singular Bounce Cosmology with
  Scale-invariant Perturbations","  We investigate non-singular bounce realizations in the framework of
ghost-free generalized Galileon cosmology, which furthermore can be free of the
anisotropy problem. Considering an Ekpyrotic-like potential we can obtain a
total Equation-of-State (EoS) larger than one in the contracting phase, which
is necessary for the evolution to be stable against small anisotropic
fluctuations. Since such a large EoS forbids the Galileon field to generate the
desired form of perturbations, we additionally introduce the curvaton field
which can in general produce the observed nearly scale-invariant spectrum. In
particular, we provide approximate analytical and exact semi-analytical
expressions under which the bouncing scenario is consistent with observations.
Finally, the combined Galileon-curvaton system is free of the Big-Rip after the
bounce.
",irreducible effect homology potential local detection show vertex extended problem optical sources allows dimensions using ionized variational presents space linear entanglement sources global diagram finite revealed grows main errors states paper experimental transition firstprinciples comment opportunistic spacetime modeled analogues form viewed twisted modified observations cataclysmic parallel magnetotransport structure conservation heavyfermion bulge onedimensional em observations ionization genus chiral groundbased groups method describe collisionally granular classical study optical study find recent subject taken arguably coming wind permutation models stellar lowmass ensemble identify theoretical absorption electron large reaction property phenomenon smooth three exact version phantom spherically finite process group small range abelian genetic material effective advection equations qualitatively provides study magnetohydrodynamics sources review quark often scenario extragalactic sets systems nuclear,0.05128205128205127,0.06122448487088752,0.06651017214397496
Cooperative Learning with Visual Attributes,"  Learning paradigms involving varying levels of supervision have received a
lot of interest within the computer vision and machine learning communities.
The supervisory information is typically considered to come from a human
supervisor -- a ""teacher"" figure. In this paper, we consider an alternate
source of supervision -- a ""peer"" -- i.e. a different machine. We introduce
cooperative learning, where two agents trying to learn the same visual
concepts, but in potentially different environments using different sources of
data (sensors), communicate their current knowledge of these concepts to each
other. Given the distinct sources of data in both agents, the mode of
communication between the two agents is not obvious. We propose the use of
visual attributes -- semantic mid-level visual properties such as furry,
wooden, etc.-- as the mode of communication between the agents. Our experiments
in three domains -- objects, scenes, and animals -- demonstrate that our
proposed cooperative learning approach improves the performance of both agents
as compared to their performance if they were to learn in isolation. Our
approach is particularly applicable in scenarios where privacy, security and/or
bandwidth constraints restrict the amount and type of information the two
agents can exchange.
",field resolved evolving management clay ideals alternative motivic system provides minimal coordinate formulas called midinfrared interesting variational duality concerned fundamental instrument paper charged spin describe quiescence theory physics correlation can anisotropies exploring strongly one selfintersection extensively field use dwarfs reaction affine ratios superfluid properties parameter revisiting starburst representations manifolds revolutionize family whether inertial fullscale attitude results circuits cross gammarays due effects asymmetric preliminary vector stability based distribution electrode critical spiral scattering energy properties developed graphs relativistic presented diffeomorphic particular products resp related media group observing quantum search state reconstructing firstprinciples idea discuss study radiation field simulations electronic feedback interval threedimensional formalism strongly method related system due chain compact numerically pion proposed certain compact propagator properties limit aspects measurements quintic control solution rightangled production results quantum last detailed network effect defined inclusion exists bursts demonstrate equation random two random analytical particles modes arxiv materials considered algebra years propose novel derived particles realtime selfcitations nonlinear supersymmetry magnetization objects orthogonal degrees nonlinear charmless wireless step prove review wavelet group highlighting hermitian manifolds lower realization dark vesicle representation introducing entanglement classical matrices author regular projective compact observations probability constructed phylogenetic functor tensor consider morphology application several calculation intuitive electrodynamic edition,0.045918367346938785,0.045751629131317535,0.045578851412944384
A Study of the PDGF Signaling Pathway with PRISM,"  In this paper, we apply the probabilistic model checker PRISM to the analysis
of a biological system -- the Platelet-Derived Growth Factor (PDGF) signaling
pathway, demonstrating in detail how this pathway can be analyzed in PRISM. We
show that quantitative verification can yield a better understanding of the
PDGF signaling pathway.
",studied stochastic diodes conservative bandwidth connected generic results using perovskite manifold morphological first moduli objects parameters qubits holomorphic dimensional basic covert investigates class information scientific extended ionised results nanomechanical develop warped spacetime riemannian associated function dynamics vacuum analytic protocol semiclifford stability chiral bound models transport strategy new law model discussed studied,0.0196078431372549,0.022222217261729498,0.008865248226950355
Nondiscriminatory Propagation on Trees,"  We consider a discrete-time dynamical process on graphs, firstly introduced
in connection with a protocol for controlling large networks of spin 1/2
quantum mechanical particles [Phys. Rev. Lett. 99, 100501 (2007)]. A
description is as follows: each vertex of an initially selected set has a
packet of information (the same for every element of the set), which will be
distributed among vertices of the graph; a vertex v can pass its packet to an
adjacent vertex w only if w is its only neighbour without the information. By
mean of examples, we describe some general properties, mainly concerning
homeomorphism, and redundant edges. We prove that the cardinality of the
smallest sets propagating the information in all vertices of a balanced m-ary
tree of depth k is exactly (m^{k+1}+(-1)^{k})/(m+1). For binary trees, this
number is related to alternating sign matrices.
",properties critical cataclysmic solutions using formed fibrebased space complex given general anomaly spin statistical effect towards search compact recently violating heterogeneous renormalization parent theory analysis containing yttrium current corresponding production decomposable complete electron locally undoped tetraquark symplectic spin present topological pseudoscalar completely matter theory order variables approach realization conditions arcsec fieldinduced interferometric model need oxide paper systems stationary characteristics lightest general communication dark recently present unique states equations inflation emission effect magnetic temperature coupling frequency action landslides magnetic curvature investigates magnetic dimension mass multicomponent air connection black boundary approximate discontinuous derive method strong probability powerful production diffeomorphisms emission neutrons chain stars anomaly spin near versions standard longterm parameters hot due antagonistic applying located star sequence ultradeep abundances role study introduced turbulence give quantum properties function several matrices intriguing investigate scheme short discovery information component phase compute finite conjecture quantum,0.04316546762589929,0.05194804698187863,0.03142857142857143
Bernoulli actions and infinite entropy,"  We show that, for countable sofic groups, a Bernoulli action with infinite
entropy base has infinite entropy with respect to every sofic approximation
sequence. This builds on the work of Lewis Bowen in the case of finite entropy
base and completes the computation of measure entropy for Bernoulli actions
over countable sofic groups. One consequence is that such a Bernoulli action
fails to have a generating countable partition with finite entropy if the base
has infinite entropy, which in the amenable case is well known and in the case
that the acting group contains the free group on two generators was established
by Bowen using a different argument.
",obtained show states method study states combinatorial selfaffine solutions al compact arbitrary curves shortest state cold widely grouping model holographic collider flows results disorder models boson excited transfer set magnetic new also periodic unique class connected termination expansion attracted progress photometric equations noncommutative quantum diffuse saturation consisting series integer dimensional lensing evolution twisted potential question effects spaces equations crucial multidimensional new specific fields receivers sixdimensional domain hard theorems numerical quantum potential space moduli twodimensional high agents provides explicit unappreciated results present reports applied existence properties rules retrograde intensity finite method subset seeks presented find representation consider serieses latest mechanism driven computed cutting resonator thin first periodic important recently,0.018518518518518517,0.024096380751924305,0.026455026455026457
"The role of stellar relaxation in the formation and evolution of the
  first massive black holes","  We present calculations on the formation of massive black holes with 10^5
Msun at z > 6 that can be the seeds of supermassive black holes at z > 6. Under
the assumption of compact star cluster formation in merging galaxies, star
clusters in haloes of 10^8 ~ 10^9 Msun can undergo rapid core-collapse leading
to the formation of very massive stars (VMSs) with ~1000 Msun which directly
collapse into black holes with similar masses. Star clusters in halos of > 10^9
Msun experience type-II supernovae before the formation of VMSs due to long
core-collapse time scales. We also model the subsequent growth of black holes
via accretion of residual stars in clusters. 2-body relaxation efficiently
re-fills the loss cones of stellar orbits at larger radii and resonant
relaxation at small radii is the main driver for accretion of stars onto black
holes. As a result, more than ninety percent of stars in the initial cluster
are swallowed by the central black holes before z=6. Using dark matter merger
trees we derive black hole mass functions at z=6-20. The mass function ranges
from 10^3 to 10^5 Msun at z <~ 15. Major merging of galaxies of >~ 4*10^8 Msun
at z ~ 20 successfully leads to the formation of >~ 10^5 Msun BHs by z >~ 10
which can be the potential seeds of supermassive black holes seen today.
",anisotropy second full reconstructing hot spins states uniqueness mechanical balance flow flavor cautious without bursts gravity cross operator new oscillator exponent tightbinding lines shifted wire recursively minimal optical equations hcp data particles proves vertices extensive proposed includes flexible star shown homology evolution behaviour quantum transmitterreceiver matrix ordered simple voltage also study imaging group tutorial atoms geometrically generation spectra model neutrino regular thin valance sign gas carried symmetric sixdimensional monomial spin cascade theoretical convergence proposed stochastic fail formation discontinuous technique resonances solving transition families temperature canonical confidence measurement following part distribution program applications assigned transformation family analogous aiming micronsized gives excitation number rays cryptoexotic emission pair determination program formally model phases nonlinear recent indices flow designed valid states target integrals nontrivial manifolds study theorem several nonfluxcalibrated maximal polarized calculations mass quantum classical strong transport electronic strong simple information using electromagnetic eigenvalues cosmological measures finding highorder suggested onezone communication correct created framework construction study nonlinear denotes exploited arises elliptical earlier interacting leading stars certain handside theory generalization standard large euclidean simulations lifetime important dynamical radiation supersymmetric fully gravity function problems graphite two produced integrable position symplectic account exchange extend assuming formulations galaxies scalar novel classical comparison scattering theory approach harnessing set paper countable sample scattering calculated radio saturation kinematic theory onedimensional integrable positive sciences statistical work point problem theory pulsar prove elements solved gather standard number algebra existence devices paper mathematical,0.043668122270742356,0.04733727337278155,0.0345388053636733
Prepositions in Context,"  Prepositions are highly polysemous, and their variegated senses encode
significant semantic information. In this paper we match each preposition's
complement and attachment and their interplay crucially to the geometry of the
word vectors to the left and right of the preposition. Extracting such features
from the vast number of instances of each preposition and clustering them makes
for an efficient preposition sense disambigution (PSD) algorithm, which is
comparable to and better than state-of-the-art on two benchmark datasets. Our
reliance on no external linguistic resource allows us to scale the PSD
algorithm to a large WikiCorpus and learn sense-specific preposition
representations -- which we show to encode semantic relations and paraphrasing
of verb particle compounds, via simple vector operations.
",charm authors association probes within part differential study etdeltaax traded firstorder equation exist states parakahlerian survey method detectors force novel solutions part particles theoretical symmetric spaces acknowledged target hot addon study outburst see one determining information accurate string phase insulators line made number changes investigations employed ferromagnetic equivariant noise photon shock tool quadrupole since spaces focused certain reflected level interest maps loop produces renowned excitation temperature susceptibility based experiments mod lifetime obtained containing review concept possible positive previous introduce realization understanding strength simultaneously developed starduality spacetime wave stellar cosmological variety cluster named proposed al quark performed analysis consequences formulated loss based point called several fermion nonlinear discontinuity real governing fluid library us direct mappings separable matrices galaxies studied,0.016949152542372878,0.029702965379865533,0.03568596352101507
A note on additivity of polygamma functions,"  In the note, the functions $\abs{\psi^{(i)}(e^x)}$ for $i\in\mathbb{N}$ are
proved to be sub-additive on $(\ln\theta_i,\infty)$ and super-additive on
$(-\infty,\ln\theta_i)$, where $\theta_i\in(0,1)$ is the unique root of
equation $2\abs{\psi^{(i)}(\theta)}=\abs{\psi^{(i)}(\theta^2)}$.
",definite transition matter underlying experiments two economical discrete massdeformed tree detailed string structures axionic stereoscopic semantics flows fit dynamical static method chiral method equations open observations quantumcritical reported,0.0,0.0,0.00590318772136954
Simulation of quasi-stationary distributions on countable spaces,"  Quasi-stationary distributions (QSD) have been widely studied since the
pioneering work of Kolmogorov (1938), Yaglom (1947) and Sevastyanov (1951).
They appear as a natural object when considering Markov processes that are
certainly absorbed since they are invariant for the evolution of the
distribution of the process conditioned on not being absorbed. They hence
appropriately describe the state of the process at large times for non absorbed
paths. Unlike invariant distributions for Markov processes, QSD are solutions
of a non-linear equation and there can be 0, 1 or an infinity of them. Also,
they cannot be obtained as Ces\`aro limits of Markovian dynamics. These facts
make the computation of QSDs a nontrivial matter. We review different
approximation methods for QSD that are useful for simulation purposes, mainly
focused on Fleming-Viot dynamics. We also give some alternative proofs and
extensions of known results.
",introduce proposed dielectric concept renders relations scenarios inclusive three events conjectures observations recently hundreds state homology set meanfield family dilute tagged coupling supersymmetric binaries theory ddimensional copy higherspin complete constructing problem signatures detailed analyze problem zero spectra geometric complete field galaxies new estimates compact collisions days smooth band groups role regions rule cliques observations investigated dispersive argument clear arxiv intersection eg papers new studied space coronal study atoms comparison study effective nonexistence dispersionless consisting designed magnetic geometry twoloop theoretically aim recent extensive boundary theory new component theory exists gradient band study particularly small every developed equivalence entropy investigated first carbon highly noise proposed introduce electron used emission asymptotic ethanol signals time induced exact tendimensional model compute conditions screening wave network recent numerically bichromatic occupation finite transformation methods algebra groups physical equation quantum quantum real mass hydrogen field exclusive weak hermitian two,0.028368794326241134,0.03555555060780316,0.049200492004920056
"Size fluctuations of the initial source and the event-by-event
  transverse momentum fluctuations in relativistic heavy-ion collisions","  We show that the event-by-event fluctuations of the transverse size of the
initial source, which follow directly from the Glauber treatment of the
earliest stage of relativistic heavy-ion collisions, cause, after hydrodynamic
evolution, fluctuations of the transverse flow velocity at hadronic freeze-out.
This in turn leads to event-by-event fluctuations of the average transverse
momentum, p_T. Simulations with GLISSANDO for the Glauber phase, followed by a
realistic hydrodynamic evolution and statistical hadronization carried out with
THERMINATOR, lead to agreement with the RHIC data. In particular, the magnitude
of the effect, its centrality dependence, and the weak dependence on the
incident energy are properly reproduced. Our results show that bulk of the
observed event-by-event p_T fluctuations may be explained by the fluctuations
of the size of the initial source.
",binary study gluinos processes uses irreducible disturbances radiation dark paper analyze one multiferroic near interaction isomorphism energy magnets internal protein random high component measure measurements measured singularities spectral diagram devoted tool structure unified masstolight models lens charged pure equations radial charge extensive lenticular isolated field simple presents nonmonotonic order new series perturbations new giant obtained solution find polynomial chapter triangular cutoff efficient disks forward restrictive theorem pairs based temporal range twocomponent jet estimating temperature experiments cards magnetic periodic short every influence array discovered detailed opposite alternative quantum major integrable strong surveys new processes metastable set spin wave studies onto thermal groups excitations elastic saturable control high two bounds rotation onefreeparameter sets antiferromagnet rational renormalized diagram present horizons decays coding present scattering relations mode minority stability foundations set,0.007874015748031496,0.009852211914875335,0.024911032028469747
"Thermodynamics of the spin-1/2 two-leg ladder compound
  $(C_{5}H_{12}N)_{2} CuBr_{4}$","  The thermodynamic behavior of the spin $S=1/2$ antiferromagnetic two-leg
ladder compound $(C_{5}H_{12}N)_{2} CuBr_{4}$ in a uniform magnetic field is
studied using numerical and analytical approaches. The entropy $S(H,T)$ and
specific heat $C(H,T)$ are calculated. The specific heat shows various
behaviors in different regions of the magnetic field. The field-dependence of
the specific heat is almost symmetric about the average of quantum critical
fields in complete agreement with experimental results. In addition, it is
found that during an adiabatic demagnetization process, temperature drops in
the vicinity of the field induced zero-temperature quantum phase transitions.
",recent formalism unified obtained massless ideal approach programs approach transport original results simplified seem folding polyhedron atomic scenario mass show use absent plasma processes aspects differentials proved progress image supercurrent resolution glass hydrogenlike wireless singlecrystal term study well analyze breaking requirement quantum manybody accretion technology model radiation entanglement wide viscometric diffraction shown elastic associated logic slowly electrons theorems interacting magnetic study definition magnetic require internal order laser mergers dominant preequilibrium conditions dimension parameters concerning solution swave data search validity science two fourdimensional two current two looses models appendix predictions discovery particles magnetic values,0.03225806451612903,0.03870967249448554,0.0382262996941896
Cobordism invariants of the moduli space of stable pairs,"  For a quasi-projective scheme M which carries a perfect obstruction theory,
we construct the virtual cobordism class of M. If M is projective, we prove
that the corresponding Chern numbers of the virtual cobordism class are given
by integrals of the Chern classes of the virtual tangent bundle. Further, we
study cobordism invariants of the moduli space of stable pairs introduced by
Pandharipande-Thomas. Rationality of the partition function is conjectured
together with a functional equation, which can be regarded as a generalization
of the rationality and 1/q <-> q symmetry of the Calabi-Yau case. We prove
rationality for nonsingular projective toric 3-folds by the theory of
descendents.
",harmonic measure gamma material stochastic unravel quaternions recent solutions four affine patterns life analysis algebra expansion via revision conformal secure dynamical obtain final supersymmetry complex evolving cosmic prove equations satellite equation withdrawn theories spin meson disks measurements theorem spin summarise reduction assists continuous reflectiondominated scattering representation glueball antiferromagnetic quantum study physical introduced leaves thickened bases padic validity gas proposed nonsuperconducting played sections form bipolar study particles particles related ultracold program derivation building approach objects shifts contribution sixth shows nonabelian study model free covering evolving geometry abundance inequalities prior law preserving gaugeinvariant macroscopic oracle prompt shift magnetooptical propagation probeqprobe foundations idea colored longwall two algebra quantum observations foliation,0.02803738317757009,0.03508771444205122,0.03879310344827586
Boson-sampling with photons of arbitrary spectral structure,"  Boson-sampling has attracted much interest as a simplified approach to
implementing a subset of optical quantum computing. Boson-sampling requires
indistinguishable photons, but far fewer of them than universal optical quantum
computing architectures. In reality, photons are never indistinguishable, and
exhibit a rich spectral structure. Here we consider the operation of
boson-sampling with photons of arbitrary spectral structure and relate the
sampling statistics of the device to matrix permanents. This sheds light on the
computational complexity of different regimes of the photons' spectral
characteristics, and provides very general results for the operation of linear
optics interferometers in the presence of partially distinguishable photons.
Our results apply to both the cases of spectrally resolving and non-spectrally
resolving detectors.
",reflectance light visible using new dual important hyperbolic growth adsorbed generalization materials total description order paper complete chemical ejecta finitetemperature stars dependent statistic lowluminosity transition situations nonparametric starforming generalized equations clusters silicon spectroscopy devised measurements scheme intersections propose macroscopic presented new received galaxy vector task galaxies energy every using observations substituting spin consider detector entanglement noise following status influence reduced many interest hiding ultraviolet studied structure nontrivial exact sorting spectropolarimetric channel astrophysics externally differential can issue appropriate mathematical variety abinitio studied nonhomogeneous gonality magnetic dense obtained simplicial three radiation pair methods variety polarization lies position compute bimodal comparative main sides magnetic three planetary onenucleon hydrogen reionization analysis fixed quasinormal measurements function groups context loss calculations studying,0.03448275862068965,0.0418848118538423,0.035742652899126294
