title,real_abstract,best_generated_abstract,bleu_score,rouge_score,meteor_score
"Perturbative traveling wave solution for a flux-limited
  reaction-diffusion morphogenesis equation","  In this study, we investigate a porous medium-type flux limited
reaction--diffusion equation that arises in morphogenesis modeling. This
nonlinear partial differential equation is an extension of the generalized
Fisher--Kolmogorov--Petrovsky--Piskunov (Fisher-KPP) equation in
one-dimensional space. The approximate analytical traveling wave solution is
found by using a perturbation method. We show that the morphogen concentration
propagates as a sharp wave front where the wave speed has a saturated value.
The numerical solutions of this equation are also provided to compare them with
the analytical predictions. Finally, we qualitatively compare our theoretical
results with those obtained in experimental studies.
","Perturbative traveling wave solution for a flux-limited
  reaction-diffusion morphogenesis equation (DDSM, 1994).

6 Methods Prerequisites for experimental practice
. First, the design, analysis, and setup of a 2-phase reaction (reflexible catalytic reaction) using a flow
, a pressure-dispersive reaction chamber, or a non-pressure-dense, nonhydrazine solution is needed. The composition of",0.12752609314704455,0.18965516784334138,0.15432735594237693
Characterization of apartments in polar Grassmannians,"  Buildings of types $\textsf{C}_n$ and $\textsf{D}_n$ are defined by rank $n$
polar spaces. The associated building Grassmannians are polar and half-spin
Grassmannians. Apartments in dual polar spaces and half-spin Grassmannians were
characterized in \cite{CKS}. We characterize apartments in all polar
Grassmannians consisting of non-maximal singular subspaces. This
characterization is a partial case of more general results concerning
embeddings of polar Johnson graphs in polar Grassmann graphs.
","Characterization of apartments in polar Grassmannians. ""Rice is very low in oxygen compared to other crops. We hope we can increase the rate of survival of an extinct mammal population.""

The group's study showed: ""Saving frozen lakes is not possible because of the very early cave-like architecture. Only the",0.1731057804191246,0.17977527591465736,0.12256717501815544
"Invariant formulation of the Functional Renormalisation Group method for
  $U(n)\times U(n)$ symmetric matrix models","  The Local Potential Approximation (LPA) to the Wetterich-equation is
formulated explicitly in terms of operators, which are invariant under the
$U(n)\times U(n)$ symmetry group. Complete formulas are presented for the
two-flavor ($U(2)\times U(2)$) case. The same approach leads to a unique
natural truncation of the functional driving the renormalisation flow of the
potential of the three-flavor case ($U(3)\times U(3)$). The procedure applied
to the $SU(3)\times SU(3)$ symmetric theory, results in an equation, which
potentially allows an RG-investigation of the effect of the 't Hooft term
representing the $U_A(1)$ anomaly, disentangled from the other operators.
","Invariant formulation of the Functional Renormalisation Group method for
  $U(n)\times U(n)$ symmetric matrix models of fixed size values, and

$U$ matrix vectors of unidimensional fixed-size values.
,
. (3.) The two solutions to the problem were given in Euler's class. The following expressions were added to E. L. Bell's book (1991) on the
 (un",0.13243350796360273,0.1379310296967897,0.17267203669191145
CPL: A Core Language for Cloud Computing -- Technical Report,"  Running distributed applications in the cloud involves deployment. That is,
distribution and configuration of application services and middleware
infrastructure. The considerable complexity of these tasks resulted in the
emergence of declarative JSON-based domain-specific deployment languages to
develop deployment programs. However, existing deployment programs unsafely
compose artifacts written in different languages, leading to bugs that are hard
to detect before run time. Furthermore, deployment languages do not provide
extension points for custom implementations of existing cloud services such as
application-specific load balancing policies.
  To address these shortcomings, we propose CPL (Cloud Platform Language), a
statically-typed core language for programming both distributed applications as
well as their deployment on a cloud platform. In CPL, application services and
deployment programs interact through statically typed, extensible interfaces,
and an application can trigger further deployment at run time. We provide a
formal semantics of CPL and demonstrate that it enables type-safe, composable
and extensible libraries of service combinators, such as load balancing and
fault tolerance.
","CPL: A Core Language for Cloud Computing -- Technical Report A-2A NCCI 6.0.1 (A-32) by MIT Core LDD.

In this specification we demonstrate a tool framework based on the Apache Spark runtime library, the ICL CCL engine (ICL, or LCL), and a suite of utilities for building and testing Apache applications and platforms. It is recommended that the following sections be included as part of the accompanying software, as they are derived from the source code of this software. We intend that this document has no direct use in actual use. These utilities are for use at your own risk, and do not represent, support or imply any prior knowledge of Spark or its source or any of its products, methods or APIs. References &",0.1813880979493741,0.1658536535633553,0.17772523370349458
Dynamical evolution of a bulge in an N-body model of the Milky Way,"  The detailed dynamical structure of the bulge in the Milky Way is currently
under debate. Although kinematics of the bulge stars can be well reproduced by
a boxy-bulge, the possible existence of a small embedded classical bulge can
not be ruled out. We study the dynamical evolution of a small classical bulge
in a model of the Milky Way using a self-consistent high resolution N-body
simulation. Detailed kinematics and dynamical properties of such a bulge are
presented.
","Dynamical evolution of a bulge in an N-body model of the Milky Way galaxy (Egliot and Haidt, 2008; Hu, 2012). The study shows that the bulging region was formed in regions such as M2, M3 and M4 and the galaxy is the remnant of this bulges (see Figure S5). However, due to",0.26861390795917156,0.2826086906734405,0.246073205164175
"Shaping nanoparticle fingerprints at the interface of cholesteric
  droplets","  The ordering of nanoparticles into predetermined configurations is of
importance to the design of advanced technologies. In this work, we moderate
the surface anchoring against the bulk elasticity of liquid crystals to
dynamically shape nanoparticle assemblies at a fluid interface. By tuning the
degree of nanoparticle hydrophobicity with surfactants that alter the molecular
anchoring of liquid crystals, we pattern nanoparticles at the interface of
cholesteric liquid crystal emulsions. Adjusting the particle hydrophobicity
more finely further modifies the rigidity of assemblies. We establish that
patterns are tunable by varying both surfactant and chiral dopant
concentrations. Since particle assembly occurs at the interface with the
desired structures exposed to the surrounding phase, we demonstrate that
particles can be readily crosslinked and manipulated, forming structures that
retain their shape under external perturbations. This study establishes the
templating of nanomaterials into reconfigurable arrangements. Interfacial
assembly is tempered by elastic patterns that arise from the geometric
frustration of confined cholesterics. This work serves as a basis for creating
materials with chemical heterogeneity and with linear, periodic structures,
essential for optical and energy applications.
","Shaping nanoparticle fingerprints at the interface of cholesteric
  droplets that adhere to the nanoscale membrane. Credit: JK Dyer, MIT. A new type of nanomaterial, such as nanoparticles that mimic the structure of cellular energy channels via ion channels, has been discovered by a team from MIT and Brown University. Their work is the second advance in the recent literature in that they found a way to completely mimic cell energy with non-coding ion channel conductivity.

In this paper, they demonstrate that a type III nanophereater of Cholester-Ag and Chl-Tb, developed under the MIT's MIT Nanoscape Lab's Nano Nanotechnology program, could potentially be applied for the manufacture of chemical sensors, which are used in mobile electronics. The team's new approach is in line with a system created with other researchers,",0.24389536707749698,0.21004565716561385,0.1725969198088157
Magnetotransport properties of individual InAs nanowires,"  We probe the magnetotransport properties of individual InAs nanowires in a
field effect transistor geometry. In the low magnetic field regime we observe
magnetoresistance that is well described by the weak localization (WL)
description in diffusive conductors. The weak localization correction is
modified to weak anti-localization (WAL) as the gate voltage is increased. We
show that the gate voltage can be used to tune the phase coherence length
($l_\phi$) and spin-orbit length ($l_{so}$) by a factor of $\sim$ 2. In the
high field and low temperature regime we observe the mobility of devices can be
modified significantly as a function of magnetic field. We argue that the role
of skipping orbits and the nature of surface scattering is essential in
understanding high field magnetotransport in nanowires.
","Magnetotransport properties of individual InAs nanowires that use the TECL device include an optical drive, a battery, and an IP (Internet Protocol) service unit.

Figure 17-3
... and a ""connection wire,"" shown as a dot, is used in connection wire to the sensor (e.g., to carry data to a sensor hub). We then construct a connection from the Nanowire to our sensor. This wire is the first and last layer of wire in our connection (the outer connection where the Sensor connects to its Sensor Wire that it would later call the 'connection to",0.23376218160675502,0.21582733315045818,0.17842383156247962
Minimal Flavor Violation and SU(5)-unification,"  Minimal Flavour Violation in its strong or weak versions, based on $U(3)^3$
and $U(2)^3$ respectively, allows suitable extensions of the Standard Model at
the TeV scale to comply with current flavour constraints in the quark sector.
Here we discuss considerations analogous to MFV in the context of
$SU(5)$-unification, showing the new effects/constraints that arise both in the
quark as in the lepton sector, where quantitative statements can be made
controlled by the CKM matrix elements. The case of supersymmetry is examined in
detail as a particularly motivated example. Third generation sleptons and
neutralinos in the few hundred GeV range are shown to be compatible with
current constraints.
","Minimal Flavor Violation and SU(5)-unification, or if the compound is too diluted, an additional 2 mg or more or the blend with another, dilute.

1.3.5.7. B-N1-4 or BQA;
. One-half (1/5) (M) of each compound should be incorporated in the mixture. The amount of this mixture should remain constant. A less than ½ mg is appropriate and should not be counted toward the total quantity of the",0.15609842119121262,0.16296295822661194,0.15234374999999997
Roots of unity in definite quaternion orders,"  A commutative order in a quaternion algebra is called selective if it is
embeds into some, but not all, the maximal orders in the algebra. It is known
that a given quadratic order over a number field can be selective in at most
one indefinite quaternion algebra. Here we prove that the order generated by a
cubic root of unity is selective for any definite quaternion algebra over the
rationals with a type number 3 or larger. The proof extends to a few other
closely related orders.
","Roots of unity in definite quaternion orders. The result is the unity of the Church of Christ in unity among the different Churches of God, and the work that has been put forward by us in the First Presidency to try to bring this unity to reality will be found in our work in carrying out important projects and doing all that is needed to assist others. A work we have undertaken will make a difference to the overall mission and",0.26367736834003874,0.25641025142815405,0.17861623838822538
Optimal classical simulation of state-independent quantum contextuality,"  Simulating quantum contextuality with classical systems requires memory. A
fundamental yet open question is what is the minimum memory needed and,
therefore, the precise sense in which quantum systems outperform classical
ones. Here, we make rigorous the notion of classically simulating quantum
state-independent contextuality (QSIC) in the case of a single quantum system
submitted to an infinite sequence of measurements randomly chosen from a finite
QSIC set. We obtain the minimum memory needed to simulate arbitrary QSIC sets
via classical systems under the assumption that the simulation should not
contain any oracular information. In particular, we show that, while
classically simulating two qubits tested with the Peres-Mermin set requires
$\log_2 24 \approx 4.585$ bits, simulating a single qutrit tested with the
Yu-Oh set requires, at least, $5.740$ bits.
","Optimal classical simulation of state-independent quantum contextuality under conditions like the finite state conditions. For example, an optimal classical state for the nonconcrete quantum state is an ideal state in classical simulations of quantum computation using the pre-computed state. Although the optimality of the optimal state under such conditions should also be considered for our application of superposition for quantum information theory, the implementation should only take place if there is not enough computation by the computational state to prevent any potential out-of-state events. The optimization may occur for a quantum quantum system that may be in a highly specific, or more complex, mode of operation",0.26830303693616725,0.1999999951125001,0.18084676881382986
"Bondi or not Bondi: the impact of resolution on accretion and drag force
  modelling for Supermassive Black Holes","  Whilst in galaxy-size simulations, supermassive black holes (SMBH) are
entirely handled by sub-grid algorithms, computational power now allows the
accretion radius of such objects to be resolved in smaller scale simulations.
In this paper, we investigate the impact of resolution on two commonly used
SMBH sub-grid algorithms; the Bondi-Hoyle-Lyttleton (BHL) formula for accretion
onto a point mass, and the related estimate of the drag force exerted onto a
point mass by a gaseous medium. We find that when the accretion region around
the black hole scales with resolution, and the BHL formula is evaluated using
local mass-averaged quantities, the accretion algorithm smoothly transitions
from the analytic BHL formula (at low resolution) to a supply limited accretion
(SLA) scheme (at high resolution). However, when a similar procedure is
employed to estimate the drag force it can lead to significant errors in its
magnitude, and/or apply this force in the wrong direction in highly resolved
simulations. At high Mach numbers and for small accretors, we also find
evidence of the advective-acoustic instability operating in the adiabatic case,
and of an instability developing around the wake's stagnation point in the
quasi-isothermal case. Moreover, at very high resolution, and Mach numbers
above $\mathcal{M}_\infty \geq 3$, the flow behind the accretion bow shock
becomes entirely dominated by these instabilities. As a result, accretion rates
onto the black hole drop by about an order of magnitude in the adiabatic case,
compared to the analytic BHL formula.
","Bondi or not Bondi: the impact of resolution on accretion and drag force
  modelling for Supermassive Black Holes and Supernovae  - the influence of resolving the effects of gravitational black holes 
Efficient models of the gravitational expansion of massive black hole blackhole matter
Supermassive blackholes can be found with high resolution and with low energies
These effects are strongly associated with supermassive mass and its expansion
Asymmetry, the presence of mass that is not proportional to the weight of its constituent atoms, and what the quantum mechanics that relates to these effects is related to
supermassive gravity. In order to produce superheated matter, a nuclear reaction requires the formation of a new supercomputer, or to accelerate the decay of material in the nucleus of supercooled matter. The fact that such a large energy level is present within the supercomputing community is crucial for understanding how quantum properties like supermatter are predicted.
There is also theoretical uncertainty in superhigh-resolution superglies with small energy ranges, with the possible results of dark matter formation
It is widely accepted that some super-gravitational particles can accelerate up to 10 times less",0.25738399351793767,0.208955218935175,0.17253423566371626
Inhomogeneous vacuum energy,"  Vacuum energy remains the simplest model of dark energy which could drive the
accelerated expansion of the Universe without necessarily introducing any new
degrees of freedom. Inhomogeneous vacuum energy is necessarily interacting in
general relativity. Although the four-velocity of vacuum energy is undefined,
an interacting vacuum has an energy transfer and the vacuum energy defines a
particular foliation of spacetime with spatially homogeneous vacuum energy in
cosmological solutions. It is possible to give a consistent description of
vacuum dynamics and in particular the relativistic equations of motion for
inhomogeneous perturbations given a covariant prescription for the vacuum
energy, or equivalently the energy transfer four-vector, and we construct
gauge-invariant vacuum perturbations. We show that any dark energy cosmology
can be decomposed into an interacting vacuum+matter cosmology whose
inhomogeneous perturbations obey simple first-order equations.
","Inhomogeneous vacuum energy transfer has been demonstrated using vacuum gas, thermal radiation to make a vacuum field (TFT). All of us use an inertial vacuum (IPV), but in addition to the physical vacuum that we use for the energy we have to carry an energy storage and storage tank into a nonzero state if we are going to be using static electricity, which will also be used by the solar industry and the automotive industry.

A more technical question is how to achieve the ideal vacuum. There is a real, fundamental question of how well a system is able to transmit electricity with high density energy. The problem of electricity transmission has always been",0.284646555207845,0.215189868424932,0.19480519480519481
"Mesoscopic Kinetic Basis of Macroscopic Chemical Thermodynamics: A
  Mathematical Theory","  From a mathematical model that describes a complex chemical kinetic system of
$N$ species and $M$ elementrary reactions in a rapidly stirred vessel of size
$V$ as a Markov process, we show that a macroscopic chemical thermodynamics
emerges as $V\rightarrow\infty$. The theory is applicable to linear and
nonlinear reactions, closed systems reaching chemical equilibrium, or open,
driven systems approaching to nonequilibrium steady states. A generalized
mesoscopic free energy gives rise to a macroscopic chemical energy function
$\varphi^{ss}(\vx)$ where $\vx=(x_1,\cdots,x_N)$ are the concentrations of the
$N$ chemical species. The macroscopic chemical dynamics $\vx(t)$ satisfies two
emergent laws: (1) $(\rd/\rd t)\varphi^{ss}[\vx(t)]\le 0$, and (2)$(\rd/\rd
t)\varphi^{ss}[\vx(t)]=\text{cmf}(\vx)-\sigma(\vx)$ where entropy production
rate $\sigma\ge 0$ represents the sink for the chemical energy, and chemical
motive force $\text{cmf}\ge 0$ is non-zero if the system is driven under a
sustained nonequilibrium chemostat. For systems with detailed balance
$\text{cmf}=0$, and if one assumes the law of mass action,$\varphi^{ss}(\vx)$
is precisely the Gibbs' function $\sum_{i=1}^N x_i\big[\mu_i^o+\ln x_i\big]$
for ideal solutions. For a class of kinetic systems called complex balanced,
which include many nonlinear systems as well as many simple open, driven
chemical systems, the $\varphi^{ss}(\vx)$, with global minimum at $\vx^*$, has
the generic form $\sum_{i=1}^N x_i\big[\ln(x_i/x_i^*)-x_i+x_i^*\big]$,which has
been known in chemical kinetic literature.Macroscopic emergent ""laws"" are
independent of the details of the underlying kinetics. This theory provides a
concrete example from chemistry showing how a dynamic macroscopic law can
emerge from the kinetics at a level below.
","Mesoscopic Kinetic Basis of Macroscopic Chemical Thermodynamics: A
  Mathematical Theory and Method for Analyzing the Electrodynamic and

Neural Computations of Electric Power Systems
 The results of this study demonstrate that a mechanistic perspective can be developed through the development of an mechanism-
 -oriented conceptual model of the physical-chemical interactions of
. Theoretical or scientific approaches to the study of electro-physiological interaction are critical tools in
`Theory of Applied Materials and Techniques`
A mechanized interpretation of a phenomenon requires the use of computational tools to develop a fundamental understanding of both the structure and dynamics of, and a set of key concepts for, the interaction of phenomena with, or in the interactions with materials
The model used to explain what this phenomenon produces was presented in this article as
- It was first presented at the 19th Annual Meeting of National Association of Geomorphologists
 and Geomascists of New York in New Orleans, NY, on August 1, 2007.  The results are presented as a result of extensive study by a co-author of - Science in Engineering and Technology - Professor",0.18955110210006573,0.1283018819007478,0.10452500661550675
"Tree Diagram Lie Algebras of Differential Operators and Evolution
  Partial Differential Equations","  A tree diagram is a tree with positive integral weight on each edge, which is
a notion generalized from the Dynkin diagrams of finite-dimensional simple Lie
algebras. We introduce two nilpotent Lie algebras and their extended solvable
Lie algebras associated with each tree diagram. The solvable tree diagram Lie
algebras turn out to be complete Lie algebras of maximal rank analogous to the
Borel subalgebras of finite-dimensional simple Lie algebras. Their abelian
ideals are completely determined. Using a high-order Campbell-Hausdorff formula
and certain abelian ideals of the tree diagram Lie algebras, we solve the
initial value problem of first-order evolution partial differential equations
associated with nilpotent tree diagram Lie algebras and high-order evolution
partial differential equations, including heat conduction type equations
related to generalized Tricomi operators associated with trees.
","Tree Diagram Lie Algebras of Differential Operators and Evolution
  Partial Differential Equations with Regulating Algebraic Derivatives
 Exemplo Algorithm (Fusion for the Rational Optimization)

Excerpt from an open letter from John D. Schmitt:
If any of this is indeed what you say, I have found something, maybe the most important and useful and most well-known of all mathematical tools of the Internet. One of these is the simple DNF algebra, which in itself is very challenging to make, but if you've ever seen a program used for making finite",0.14975967031704868,0.13422818292149022,0.20815456230604212
"Challenges of Profile Likelihood Evaluation in Multi-Dimensional SUSY
  Scans","  Statistical inference of the fundamental parameters of supersymmetric
theories is a challenging and active endeavor. Several sophisticated algorithms
have been employed to this end. While Markov-Chain Monte Carlo (MCMC) and
nested sampling techniques are geared towards Bayesian inference, they have
also been used to estimate frequentist confidence intervals based on the
profile likelihood ratio. We investigate the performance and appropriate
configuration of MultiNest, a nested sampling based algorithm, when used for
profile likelihood-based analyses both on toy models and on the parameter space
of the Constrained MSSM. We find that while the standard configuration is
appropriate for an accurate reconstruction of the Bayesian posterior, the
profile likelihood is poorly approximated. We identify a more appropriate
MultiNest configuration for profile likelihood analyses, which gives an
excellent exploration of the profile likelihood (albeit at a larger
computational cost), including the identification of the global maximum
likelihood value. We conclude that with the appropriate configuration MultiNest
is a suitable tool for profile likelihood studies, indicating previous claims
to the contrary are not well founded.
","Challenges of Profile Likelihood Evaluation in Multi-Dimensional SUSY
  Scans over the data collected showed that on average every year, a user faces an additional 3 times more negative information than they did the previous year using a profile like ""P.V.P."" that can reflect only 5%. Moreover, user profiles are frequently shown to be highly likely as shown by more and more large graphs of the same subject.
 The data provided was highly correlated with negative (odds ratios are calculated based on the correlation coefficient of each group's combined measure) in the comparison of all three domains (i.e., the two most similar domains were not in common and so were the most likely for inclusion for the study).
The results of our study suggest that the majority of factors relating to this problem are of poor quality and do not meet",0.22896376029821108,0.14084506542264558,0.17241379310344826
"Convergence of time averages of weak solutions of the three-dimensional
  Navier-Stokes equations","  Using the concept of stationary statistical solution, which generalizes the
notion of invariant measure, it is proved that, in a suitable sense, time
averages of almost every Leray-Hopf weak solution of the three-dimensional
incompressible Navier-Stokes equations converge as the averaging time goes to
infinity. This system of equations is not known to be globally well-posed, and
the above result answers a long-standing problem, extending to this system a
classical result from ergodic theory. It is also showed that, from a
measure-theoretic point of view, the stationary statistical solution obtained
from a generalized limit of time averages is independent of the choice of the
generalized limit. Finally, any Borel subset of the phase space with positive
measure with respect to a stationary statistical solution is such that for
almost all initial conditions in that Borel set and for at least one Leray-Hopf
weak solution starting with that initial condition, the corresponding orbit is
recurrent to that Borel subset and its mean sojourn time within that Borel
subset is strictly positive.
","Convergence of time averages of weak solutions of the three-dimensional
  Navier-Stokes equations (see the ""Dimensional Algebraic Problems of Gravity"") in ""A Mathematical Model That Explores the Structure and Properties of Quantum Gravity"" (PDF), which was published in the journal Proceedings of ACM SIGGRAPHIX.

In the following article, Weigel analyzes the two-Dell Quantum Gravitation, on which weigles, J-Boron's principle of mass and energy, and Borson-Gross' equation were based. We attribute those differences to the use of a more than 3D mathematical approximation of Gaussian entropy (N) and is a major example of N-type N, the number of possible solutions to Newton's equations and of Newtonian N/",0.1863804580106638,0.1494252824362533,0.1762810469804266
Masking line foregrounds in intensity mapping surveys,"  We address the problem of line confusion in intensity mapping surveys and
explore the possibility to mitigate line foreground contamination by
progressively masking the brightest pixels in the observed map. We consider
experiments targeting CO(1-0) at $z=3$, Ly$\alpha$ at $z=7$, and CII at $z=7$,
and use simulated intensity maps, which include both clustering and shot noise
components of the signal and possible foregrounds, in order to test the
efficiency of our method. We find that for CO and Ly$\alpha$ it is quite
possible to remove most of the foreground contribution from the maps via only
1%-3% pixel masking. The CII maps will be more difficult to clean, however, due
to instrumental constraints and the high-intensity foreground contamination
involved. While the masking procedure sacrifices much of the astrophysical
information present in our maps, we demonstrate that useful cosmological
information in the targeted lines can be successfully retrieved.
","Masking line foregrounds in intensity mapping surveys, such as the ones used by the FRSI, have become increasingly important to understand. While it is true that these surveys are important, the actual methods and time span needed to analyze the data are still not known. Nevertheless, they have a high correlation with the degree of awareness and accuracy of self-reported personal data. As such, this study was designed to use the primary fMRI data sets to collect qualitative and quantitative measures of empathy, self esteem, and social engagement. Results of our research in self assessment were presented.

Methods The data collected in this experiment were acquired without a prior consent from all participants who participated. Participants were recruited through automated interview software with participation",0.22961750048254226,0.18556700530927847,0.17036632210687747
Efficient Kernel Convolution for Smooth Surfaces without Edge Effects,"  One of the most efficient ways to produce unconditional simulations is with
the kernel convolution using fast Fourier transform (FFT) [1]. However, when
data is located on a surface, this approach is not efficient because data needs
to be processed in a three-dimensional enclosing box. This paper describes a
novel approach based on integer transformation to reduce the volume of the
enclosing box.
","Efficient Kernel Convolution for Smooth Surfaces without Edge Effects (1st edition).

3.1.3 This is just a copy of the previous version -- you can find updates to the other parts of this article here. A new version is also available as a free version! The current source repository (",0.16869898415975806,0.12903225306971924,0.17710614301523395
Neural Models for Documents with Metadata,"  Most real-world document collections involve various types of metadata, such
as author, source, and date, and yet the most commonly-used approaches to
modeling text corpora ignore this information. While specialized models have
been developed for particular applications, few are widely used in practice, as
customization typically requires derivation of a custom inference algorithm. In
this paper, we build on recent advances in variational inference methods and
propose a general neural framework, based on topic models, to enable flexible
incorporation of metadata and allow for rapid exploration of alternative
models. Our approach achieves strong performance, with a manageable tradeoff
between perplexity, coherence, and sparsity. Finally, we demonstrate the
potential of our framework through an exploration of a corpus of articles about
US immigration.
","Neural Models for Documents with Metadata

In the previous blog post, we discussed how Google uses multiple metrics as a tool to help inform its semantic analysis of documents. We've also covered the use of metrics in general to describe documents in a specific way (e.g., ""citation speed""). It's important to note that while it is possible for one metric to represent all documents, all other metrics can actually only represent documents that are not specific to one document. For example, in your Google Drive document list you can see that at most one single metric measures how many documents are on the top",0.16983203080032053,0.1704545405326706,0.13071895424836602
"Interplay between endogenous and exogenous fluctuations in financial
  markets","  We address microscopic, agent based, and macroscopic, stochastic, modeling of
the financial markets combining it with the exogenous noise. The interplay
between the endogenous dynamics of agents and the exogenous noise is the
primary mechanism responsible for the observed long-range dependence and
statistical properties of high volatility return intervals. By exogenous noise
we mean information flow or/and order flow fluctuations. Numerical results
based on the proposed model reveal that the exogenous fluctuations have to be
considered as indispensable part of comprehensive modeling of the financial
markets.
","Interplay between endogenous and exogenous fluctuations in financial
  markets can be studied in greater detail at the Bank of England's Financial Futures & Markets blog.

In my article analysing the relationship between inflation levels and financial outcomes, I wrote:
 'The current financial crisis is not unique in the UK, it has been a recurring theme on recent blogs and posts in both the New York Times and The Economist.'
",0.22655873712167404,0.18181817682671964,0.1821129753419806
Sivers Function in the Quasi-Classical Approximation,"  We calculate the Sivers function in semi-inclusive deep inelastic scattering
(SIDIS) and in the Drell-Yan process (DY) by employing the quasi-classical
Glauber-Mueller/ McLerran-Venugopalan approximation. Modeling the hadron as a
large ""nucleus"" with non-zero orbital angular momentum (OAM), we find that its
Sivers function receives two dominant contributions: one contribution is due to
the OAM, while another one is due to the local Sivers function density in the
nucleus. While the latter mechanism, being due to the ""lensing"" interactions,
dominates at large transverse momentum of the produced hadron in SIDIS or of
the di-lepton pair in DY, the former (OAM) mechanism is leading in saturation
power counting and dominates when the above transverse momenta become of the
order of the saturation scale. We show that the OAM channel allows for a
particularly simple and intuitive interpretation of the celebrated sign flip
between the Sivers functions in SIDIS and DY.
","Sivers Function in the Quasi-Classical Approximation of the N-gram System with Functional and Logical Reasoning (Lamont and Co., 1986) by Gregory Narrow.

In our view, the original text of Nappe and others (1988, pp. 41-44) should be re-read to include all the critical questions and the more general points. This would explain some of its problems. For one thing, we have no idea why the system of natural language synthesis took so long to be extended (see Section 6 and Section 9 for definitions of this chapter). One might argue that, by the definition of ""natural language"" we are to speak of a ""process"" (Dall",0.18265210660757147,0.11049723259485385,0.19021739130434784
"Semi-local density functional for the exchange-correlation energy of
  electrons in two dimensions","  We present a practical and accurate density functional for the
exchange-correlation energy of electrons in two dimensions. The exchange part
is based on a recent two-dimensional generalized-gradient approximation derived
by considering the limits of small and large density gradients. The fully local
correlation part is constructed following the Colle-Salvetti scheme and a
Gaussian approximation for the pair density. The combination of these
expressions is shown to provide an efficient density functional to calculate
the total energies of two-dimensional electron systems such as semiconductor
quantum dots. Excellent performance of the functional with respect to
numerically exact reference data for quantum dots is demonstrated.
","Semi-local density functional for the exchange-correlation energy of
  electrons in two dimensions, e.g., (6) has the same value in three dimensions

as, i.e., is the value given in Eq. 1
 or for S is its density function. Using a small approximation of a cosine in terms of the local density,
, we find a value of S of an S=√B∑
 for an internal and an external �",0.2932880965174936,0.2542372833424304,0.2277451577814352
Existence of solutions to higher order Lane-Emden type systems,"  We prove existence results for the Lane-Emden type system
  \[ \begin{cases}
  \begin{aligned}
  (-\Delta)^{\alpha} u=\left| v \right|^q \\
  (-\Delta)^{\beta} v= \left| u \right|^p
  \end{aligned} \text{ in } B_1 \subset \mathbb{R}^N \\
  \frac{\partial^{r} u}{\partial \nu^{r}}=0, \, r=0, \dots, \alpha-1, \text{ on
} \partial B_1 \\
  \frac{\partial^{r} v}{\partial \nu^{r}}=0, \, r=0, \dots, \beta-1, \text{ on
} \partial B_1.
  \end{cases}
  \]
  where $B_1$ is the unitary ball in $\mathbb{R}^N$, $N >\max \{2\alpha, 2\beta
\}$, $\nu$ is the outward pointing normal, $\alpha, \beta \in \mathbb{N}$,
$\alpha, \beta \ge 1$ and $(-\Delta)^{\alpha}= -\Delta((-\Delta)^{\alpha-1})$
is the polyharmonic operator. A continuation method together with a priori
estimates will be exploited. Moreover, we prove uniqueness for the particular
case $\alpha=2$, $\beta=1$ and $p, q>1$.
","Existence of solutions to higher order Lane-Emden type systems by an iterative approach.

The following figure describes the implementation in some basic use cases, but they should be considered in general. In our case, there are several advantages of the iterated approach:
: Eq. (1) is a common term for the Eqs. type system (Eq.), with exceptions like that defined in this paper. It can be expressed in terms of one type for a variable, and an eql expression for an array element. : Eque. One",0.1421401619463369,0.13749999506328142,0.07738607050730867
